status,name,address,website,phone,email,first_name,last_name,job_title,email_verified,personal_email,contact_linkedin,google_rating,google_reviews,yelp_rating,yelp_reviews,fb_rating,fb_reviews,fb_likes,fb_checkins,fb_followers,is_title,is_description,is_adwords,is_facebook_ads,is_twitter_ads,is_linkedin_ads,is_bing_ads,is_robot,is_ssl,is_wordpress,fb_url,twitter_url,linkedin_url,youtube_url,instagram_url,category,search_type,crawler_status,women_owned,black_owned
,"LIFESTYLE CON INC",,https://lifestyleconstructioninc.com/,16477715487,info@lifestyleconstructioninc.com,,,,,,,5,8,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,https://www.instagram.com/lifestyleconstruction_?igsh=aGJkZ2pyejg0djc0&utm_source=qr,"Construction company",google,1,0,0
,LeonExpress,"666 Spadina Ave., Toronto, ON M5S 2H8, Canada",https://leonexpress.ca/,16478825454,info@leonexpress.ca,,,,,,,4.9,265,,,,,3060,,3000,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/leonexpressfurniturassembly,,,https://www.youtube.com/@leonexpress8723,,Handyman/Handywoman/Handyperson,google,1,0,0
,"LandLord Renovations Inc.","515 Logan Ave, Toronto, ON M4K 1A6, Canada",https://landlord.net/renovations,14169699000,kyle@lprmstaging.wpengine.com,,,,,,,3,2,,,,,,,,1,1,1,0,0,0,0,1,1,1,,,https://www.linkedin.com/company/1745927/,https://www.youtube.com/channel/UCyL6nUzYCbI1KermXTJ8XCw,https://www.instagram.com/landlord.prm/,"Kitchen remodeler",google,1,0,0
New,"Kopman Build",,https://kopmanbuild.com/,16476802031,,,,,,,,5,21,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Construction company",google,1,0,0
New,"KC Renovation",,https://kcrenovation.ca/,16478659989,johnny.kc.renovation@gmail.com,,,,,,,5,14,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Home improvement store",google,1,0,0
,"Ideal Siding Toronto","150 King St W Ste 200, Toronto, ON M5H 3B7, Canada",https://idealsiding.com/ca/locations/siding-toronto/,16477234373,hello@idealsiding.com,,,,,,,4.8,30,,,,,801,,839,1,1,1,1,0,0,0,1,1,1,https://www.facebook.com/ideal.siding.toronto,,,,https://www.instagram.com/ideal_siding/,"Siding contractor",google,1,0,0
,"House Renovations","4118 Dunmow Crescent, Mississauga, ON L4Z 1C9, Canada",https://house-renovations.ca/,16479144848,info@house-renovations.ca,,,,,,,5,13,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,https://www.linkedin.com/company/house-renovations-ca/,https://www.youtube.com/watch?v=9Xs7TwAfS6w,https://www.instagram.com/houserenovationsgta?igsh=MWxicGVpcWFjM2Vw&utm_source=qr,"General contractor",google,1,1,0
New,"HiveForge Construction Ltd","375 University Ave Ste 3302, Toronto, ON M5G 2J5, Canada",https://hiveforge.ca/,14373145964,info@hiveforge.ca,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Construction company",google,1,0,0
,"Harrison Homes",,https://harrisonhomebuilders.com/,16472844005,hello@liinks.co,,,,,,,4.5,8,,,,,334,,337,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/harrisonhomes.ga.sc/,,,https://www.youtube.com/@harrisonhomes,https://www.instagram.com/harrisonhomes_realtor,"Custom home builder",google,1,0,0
,"Handy Solutions",,https://handysolutions.ca/,14165773368,marketingreignsupreme@gmail.com,,,,,,,4.9,100,,,,,,,2,1,1,0,0,0,0,0,0,1,0,,,,https://www.youtube.com/@handysolutionsrenovation416,https://www.instagram.com/torontoremodeller/,"Bathroom remodeler",google,1,1,0
New,HandymanProServices,"224 Millwood Rd Lower, Toronto, ON M4S 1J7, Canada",https://handymanproservices.ca/,16476427168,,,,,,,,5,13,,,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,Handyman/Handywoman/Handyperson,google,1,1,0
,"GTA Restoration Corp.","250 Yonge St #2100, Toronto, ON M5B 2L7, Canada",https://gtarestoration.ca/%3Futm_campaign%3Dgmb,12898094833,support@gtarestoration.com,,,,,,,3.7,26,,,,,9372,124,9300,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/gtarestorationservices/,https://twitter.com/,https://www.linkedin.com/company/97397690/,https://www.youtube.com/channel/UCZvisFYZE6L_28gdwVrZ4Pg,https://www.instagram.com/,"Water damage restoration service",google,1,0,0
New,"Golden Reno Inc.",,https://goldenrenoinc.ca/,16474721345,goldenhammerrenoinc@gmail.com,,,,,,,4.9,72,,,,,,,,1,0,0,0,0,0,0,1,1,1,,,,https://youtube.com/@rezaagha-cq9mo?si=ur58BdbcBiVAG_R5,https://www.instagram.com/goldenhammerreno/,"General contractor",google,1,0,0
,"GMT Tile & Reno",,https://gmtrenovations.ca/,16475695857,info@gmtrenovations.ca,,,,,,,5,18,,,,,,,2,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/people/GMT-Tile-Reno/61570156527948/,,,,https://www.instagram.com/gmt_renovations/,"Tile contractor",google,1,0,0
,"Finishing Touches Design And Renovations","225 Bering Ave, Etobicoke, ON M8Z 3A4, Canada",https://ftdesignandrenovations.ca/,16476842380,info@ftdesignandrenovations.ca,,,,,,,5,34,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,https://www.instagram.com/ft.design.renovations/,"General contractor",google,1,0,0
,"Home renovation","30 Mountfield Crescent, Thornhill, ON L4J 7E8, Canada",https://framinginstallation.ca/,16477038777,sandrogelashvili@yahoo.ca,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Construction company",google,1,0,0
,"Universal Framing Carpentry Corp",,https://framingcarpentry.com/,14168904542,info@framingcarpentry.com,,,,,,,5,30,,,,,,,46,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/universalframingcarpentry,,,,https://instagram.com/universal_f_carpentry,"Construction company",google,1,0,0
,"Excellent Home Renovation | 天工巧匠装修","3261 Kennedy Rd Unit 1, Scarborough, ON M1V 2K1, Canada",https://excellenthome.ca/,16475085888,info@excellenthome.ca,,,,,,,4.7,48,,,,,,,,1,1,1,0,0,0,0,1,1,1,,,,https://www.youtube.com/embed/Jyc24rciRBM?feature=oembed?playlist=Jyc24rciRBM&mute=0&autoplay=0&loop=no&controls=0&start=0&end=,https://www.instagram.com/excellenthomerenovation/,Contractor,google,1,1,0
,"Euro Home Renovation Company Toronto","307 Bering Ave, Etobicoke, ON M8Z 3A5, Canada",https://eurohomereno.com/,16473030476,,,,,,,,5,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Contractor,google,1,0,0
,"Efficiency Home Renovations","1300 Steeles Ave E, Brampton, ON L6T 4T2, Canada",https://efficiencyhome.ca/,16472559504,info@efficiencyhome.ca,,,,,,,4.8,69,,,,,85,,100,1,1,1,1,0,0,0,1,1,1,https://www.facebook.com/EfficiencyHomeComfort,//twitter.com/intent/tweet?text=Bathroom+Renovation+Trends+For+2024&url=https%3A%2F%2Fefficiencyhome.ca%2Fbathroom-renovation-trends-2024%2F,,,https://www.instagram.com/efficiencyhome/,"Construction company",google,1,0,0
,"Easy Reno | Home Renovations Toronto","1015 Bloor St W, Toronto, ON M6H 1M1, Canada",http://easyrenovation.ca,14167475996,sales@easyrenovation.ca,,,,,,,4.9,68,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,https://www.youtube.com/watch?v=mW-51F_dQAU,https://www.instagram.com/easy.reno/,"General contractor",google,1,0,0
,"Eastham Contracting Inc.","200 Bay St., Toronto, ON M5J 2J1, Canada",https://easthamcontracting.ca/,14163610235,projects@easthamcontracting.ca,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"General contractor",google,1,0,0
,"Diamond Quality Restoration Inc.","318 Richmond St W, Toronto, ON M5V 0B4, Canada",https://dqrestoration.ca/,16475755746,info@dqrestoration.ca,,,,,,,5,2,,,,,,,,1,0,0,0,0,0,0,1,0,1,,,https://www.linkedin.com/in/diamond-quality-restoration-inc-003a89247?%20utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app,,https://www.instagram.com/dq__restoration?igsi=YTduZWJjM2kxeHo4&utm_source=qr,"Building restoration service",google,1,0,0
New,"DH Property Group Inc","145 1/2 Church St, Toronto, ON M5C 2Z3, Canada",https://dhpropertygroupinc.ca/,16477603815,info.dhpropertygroupinc@gmail.com,,,,,,,5,1,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,https://www.instagram.com/dhpropertygroup.inc?igsh=bWc1eGk2bm44czdv&utm_source=qr,"Construction company",google,1,0,0
,"Crown Constructions","720 King St W, Toronto, ON M5V 3S5, Canada",https://crownconstructions.ca/,14165242766,info@crownconstructions.ca,,,,,,,4.8,34,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"General contractor",google,1,0,0
,"CRKC Construction","357 King St W, Toronto, ON M5V 0S7, Canada",https://crkc.ca/,14168242634,info@crkc.ca,,,,,,,5,2,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,https://www.linkedin.com/in/oguzcarikci/,,,"Construction company",google,1,0,0
,"PayVill Contractor",,https://contractor.payvill.com/,14373397842,contractor@payvill.com,,,,,,,5,4,,,,,,,,1,1,0,0,0,0,0,1,0,1,,,,,https://www.instagram.com/payvillcontractor/,Contractor,google,1,0,0
,"Canadian Rooter – Plumber Toronto","678 Huron St, Toronto, ON M5R 2R9, Canada",https://canadianrooter.com/torontodrainservices.php,14163430247,,,,,,,,4.9,134,,,,,,,,1,1,1,0,0,0,0,1,1,0,,,,,,Plumber,google,1,0,0
,"Bulldog Renovation - Remodelling Service, Professional Quality Home Bathroom Renovation in Toronto, ON",,https://bulldogrenovation.ca/,16475806387,,,,,,,,4.2,10,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Remodeler,google,1,0,0
,"BiglarKinyan Design Planning Inc.","204 King St E, Toronto, ON M5A 1J7, Canada",https://bkdp.ca/,14168509911,info@bkdp.ca,,,,,,,4.7,37,,,,,2370,,2300,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/BiglarKinyanDesign/,,,,https://www.instagram.com/biglarkinyan/,"Interior designer",google,1,0,0
,"Billdr Renovation","60 Atlantic Ave Ste 221, Toronto, ON M6K 1X9, Canada",https://billdr.co/general-contractors/ca/on/toronto%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb-listing-tor,12895361002,info@billdr.co,,,,,,,3.9,12,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"General contractor",google,1,1,0
,"Bathroom Renovation GTA","1167 Gerrard St E, Toronto, ON M4L 1Y3, Canada",https://bathroomrenovationgta.com/,14374350116,info@bathroomrenovationgta.com,,,,,,,4.9,34,,,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Bathroom remodeler",google,1,0,0
,"Basement Renovation Contractors",,https://basementrenovation.net/,16479318447,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Contractor,google,1,0,0
,"Astaneh Construction","3080 Yonge St, Toronto ON M4N 3N1",https://astanehconstruction.com/,4163128015,info@astanehconstruction.com,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/astanehconsturctoin/,,,https://www.youtube.com/@astanehconstruction2533,https://www.instagram.com/reel/DP1QsxFjUVy/?utm_source=ig_embed&utm_campaign=loading,,bing,1,0,0
New,"Arqet Constructions","18 King St E, Toronto, ON M5E 1L4, Canada",https://arqetconstructions.ca/,16475105449,,,,,,,,4.5,19,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"General contractor",google,1,0,0
,"Arnold Homes Construction Inc.","1376 A St Clair Ave W, Toronto, ON M6E 1C6, Canada",https://arnoldhomesinc.com/,14166130204,info@arnoldhomesinc.com,,,,,,,4.8,21,,,,,64984,,56000,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/ArnoldHomesltd/,,,https://youtube.com/@arnoldhomes1604?si=ND6WgzGPgvj5oRzq,https://www.instagram.com/arnold_homesinc/,Contractor,google,1,0,0
,"Adept Services Home Renovations Done Right",,https://adeptservices.ca/,14167163780,info@adeptservices.ca,,,,,,,4.5,27,,,,,,,48,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/AdeptServicesDesignBuild/,https://twitter.com/AdeptServices,,https://www.youtube.com/channel/UCpXWiJMiiJu9rLkuj5rfvPA/feed,https://www.instagram.com/adeptservicesrenovation/,"Bathroom remodeler",google,1,0,0
,"AC Contracting","425 Broadview Ave, Toronto, ON M4K 2M9, Canada",https://accontracting.ca/,16478298699,,,,,,,,5,7,,,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,,"General contractor",google,1,0,0
,"A1 Gta Renovation",,https://a1gta.com/,14167225519,a1gta@outlook.com,,,,,,,5,50,,,,,1505,,2000,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/A1GTARENOVATION/,,,https://www.youtube.com/channel/UC6yLwMjOwdlWNKDSqCoKUHQ,https://www.instagram.com/a1gtarenovation/,Contractor,google,1,0,0
,"2B Wired Toronto","First Canadian Place, 100 King St W Ste 5700, Toronto, ON M5H 1H1, Canada",https://2bwired.ca/,14167356661,,,,,,,,4.8,158,,,,,,,444,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/2bwired,,,,https://www.instagram.com/2bwired/,Electrician,google,1,0,0
New,"1800 Pro Painter","55 Stewart St Apt 902, Toronto, ON M5V 2V1, Canada",https://1800propainter.com/,8007767246,,,,,,,,4,6,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,Contractor,google,1,0,0
,"YTCO (Your Trusted COntractor)",,http://ytco.ca/,16474469382,info@ytco.ca,,,,,,,5,8,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,"General contractor",google,1,0,0
,"V Construction",,http://www.vconstructions.ca/,16479047025,vconstruction47@gmail.com,,,,,,,4.6,19,,,,,25,,29,1,0,0,0,0,0,0,1,1,0,,,,,,"Construction company",google,1,0,0
,"UNIT HOMES","2300 Yonge St, Toronto, ON M4P 1E4, Canada",http://www.unitcons.com/%3Futm_source%3Dgoogle%26utm_medium%3Dwix_google_business_profile%26utm_campaign%3D15698623433523523833,19056500000,ali@unitcons.com,,,,,,,5,42,,,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"General contractor",google,1,0,0
,"Total Renovations Inc","381 Glen Manor Dr, Toronto, ON M4E 3Y1, Canada",http://www.totalrenovations.com/,14166942488,,,,,,,,4.6,9,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Construction company",google,1,0,0
,"The Art of Renovation",,http://www.theartofrenovation.com/,14165180016,mark@theartofrenovation.com,,,,,,,3.8,19,,,,,,,9,1,0,0,0,0,0,0,1,1,0,http://www.facebook.com/ArtofRenovation,http://www.twitter.com/theartofreno,,http://www.youtube.com/artofrenovation,https://www.instagram.com/artofrenovation/,"General contractor",google,1,0,0
,"Sky Home Renovation Ltd.","49 Hood Crescent, Brampton, ON L6Y 4S7, Canada",http://www.skyhomereno.ca/,16477829154,,,,,,,,4.9,171,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"General contractor",google,1,0,0
,"RW Renovations Inc.",,http://www.rwrenovations.ca/,14167215515,info@rwrenovations.ca,,,,,,,5,18,,,,,,,9,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/rwrenovations2000,,,,https://www.instagram.com/rwrenovationsinc/,"Construction company",google,1,0,0
,"R&R Renovations",,http://www.renovations-by-alex.com/,19059998117,renovationsbyalex@gmail.com,,,,,,,5,75,,,,,,,,1,1,0,0,0,0,0,0,1,0,,,,,https://www.instagram.com/renovationsbyalex/,Painting,google,1,0,0
,"RenoPlace Renovations",,http://www.renoplace.ca/,19059558652,renoplacegta@gmail.com,,,,,,,5,16,,,,,,,2,1,1,0,1,0,0,0,1,1,0,https://www.facebook.com/p/RenoPlace-Renovations-61557387069048/?_rdr,,,,https://www.instagram.com/renoplace/?hl=en,Remodeler,google,1,0,0
,"Remodd Renovations and Property Services",,http://www.remodd.ca/,16479721522,harsh.bhangu@remodd.ca,,,,,,,5,7,,,,,,,,1,1,1,0,0,0,0,1,1,0,,,,,https://www.instagram.com/remodd_/,Contractor,google,1,0,0
New,"Olive Contractors Inc. | Custom Renovation & Home Remodeling Toronto","2812 Bayview Ave, North York ON M2K 1E4",http://www.olivecontractors.ca/,4164745497,contact@olivecontractors.ca,,,,,,,,,,,,,,,100,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/olivecontractors/,,,,https://www.instagram.com/olivecontractors/,,bing,1,0,0
,"Northern Interior Finishes.","151 Yonge St Suite 1100, Toronto, ON M5C 2W7, Canada",http://www.northernfinishes.ca/,14168229513,info@northernfinishes.ca,,,,,,,3.7,3,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"General contractor",google,1,0,0
,"My Toronto Build","51 E Liberty St, Toronto, ON M6K 3P9, Canada",http://www.mytorontobuild.com/,16479552900,mytorontobuild@gmail.com,,,,,,,5,29,,,,,,,120,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/MyTorontoBuild,https://twitter.com/mytorontobuild,,,https://www.instagram.com/mytorontobuild/,"Construction company",google,1,0,0
,"My Home Renovation",,http://www.myhomerenovation.ca/,14168778895,,,,,,,,5,63,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"General contractor",google,1,0,0
,"Lone Sparrow & Co. Inc.",,http://www.lonesparrow.ca/,14166181350,info@lonesparrow.co,,,,,,,5,11,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,Contractor,google,1,0,0
,"King Modern House Renovation",,http://www.kingmodern.ca/,16474728449,,,,,,,,5,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Construction company",google,1,0,0
,"JJ HOME RENOVATIONS",,http://www.jjhomerenovations.com/,14162305186,quotes@jjhomerenovations.com,,,,,,,4.6,21,,,,,,,,1,0,0,0,0,0,0,0,1,1,https://www.facebook.com/jjrenovations,https://twitter.com/jjhrenovations,,,https://www.instagram.com/jjhomerenovations,"Construction company",google,1,0,0
,"JB Contracting","Toronto, ON M9A 1J7, Toronto, ON M9A 1J7, Canada",http://www.jbcontractingto.ca,4169969610,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"General Contractors,Terrassen & Geländer",yelp,1,0,0
New,"HUSKY RENOVATIONS INC","70 Temperance St Unit 1, Toronto, ON M5H 0B1, Canada",http://www.huskyrenovations.ca/,14169095044,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Home help service agency",google,1,0,0
,"Home Installers","225 Sterling Rd #19, Toronto, ON M6R 2B2, Canada",http://www.homeinstallers.ca/,16472829888,info@homeinstallers.ca,,,,,,,4.9,218,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,Mover,google,1,0,0
,HomeCover,,http://www.homecover.ca/,16477999911,info@homecover.ca,,,,,,,3.7,3,,,,,1195,,1100,0,0,0,0,0,0,0,0,0,0,,,,,,"General contractor",google,1,0,0
,"Heart & Home Quality Renovations",,http://www.heartandhomeqr.ca/,14165561385,,,,,,,,5,10,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Construction company",google,1,0,0
,"Handy Hubby Home Repairs",,http://www.handyhubbyhomerepairs.com/,5196308101,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Home Improvements & Renovations",yellowpages-ca,1,0,0
,"GQR- Great Quality Renovations Inc.","235 Carlaw Ave 5th Floor, Toronto, ON M4M 2S1, Canada",http://www.gqrenovations.com/,16478685705,info@gqrenovations.com,,,,,,,4.7,18,,,,,,,,1,1,0,0,0,0,0,0,1,0,"https://facebook.com/facebook\",,,,,Construction company""",google,1,0,0
New,"Fortune Luxury Homes Inc.","2 Bloor St E Suite 3500, Toronto, ON M4W 1A8, Canada",http://www.fortuneluxuryhomes.com/,16479782030,info@fortuneluxuryhomes.com,,,,,,,5,12,,,,,,,23,1,0,1,0,0,0,0,1,1,1,https://www.facebook.com/Fortune-Luxury-Homes-111638151008964,https://twitter.com/LuxuryFortune,https://www.linkedin.com/in/fortune-homes-726a7b209/,https://www.youtube.com/channel/UC1n021Ryz0RseJ1XkJ2VhCw,https://www.instagram.com/fortuneluxuryhomes,"General contractor",google,1,0,0
,"ForHome Renovation","27 West Beaver Creek Rd #10, Richmond Hill, ON L4B 1K2, Canada",http://www.forhomereno.com/,14165598699,info@forhomereno.com,,,,,,,5,91,,,,,,,,1,1,1,0,0,0,0,1,1,1,,,,,https://www.instagram.com/forhome_renovation/,"General contractor",google,1,0,0
,"Flamingo Renovations","111 Niagara St, Toronto, ON M5V 1C6, Canada",http://www.flamingoreno.ca/,16478942082,claire@flamingoreno.ca,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Kitchen remodeler",google,1,0,0
,"FixIt Renovations Inc","2 Thorncliffe Park Drive, East York, ON M4H 1H2, Canada",http://www.fixitrenovation.com/,14166962009,info@fixitrenovation.com,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,"Construction company",google,1,0,0
,"Elevate Construction Group LTD","151 Yonge St 11th Floor, Toronto, ON M5C 2W7, Canada",http://www.elevatecg.ca/,,info@elevatecg.ca,,,,,,,5,7,,,,,,,3,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/people/Elevate-Construction-Group/61558782982055/,,,,https://www.instagram.com/elevate.cg/,"Construction company",google,1,0,0
,"East Home Renovation Inc.","Canada, Ontario, North York, Esther Shiner Blvd, East Home Renovation Inc.邮政编码: M2K 0C4",http://www.easthomerenovation.ca/,14168782928,summer@easthomerenovation.ca,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,https://www.youtube.com/@easthomerenovation/,https://www.instagram.com/easthomerenovation/,"Wood floor refinishing service",google,1,0,0
,"DH Group Inc.","219 Fort York Blvd Suite, 2306, Toronto, ON M5V 1B1, Canada",http://www.dh-group.ca/,16479713619,info@dh-group.ca,,,,,,,4,4,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,"General contractor",google,1,0,0
New,"DGP Home renovation","50 John St unit 6, York, ON M9N 1J7, Canada",http://www.dgphomerenovation.ca/,16475020791,,,,,,,,4.9,7,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"General contractor",google,1,1,0
,"Comfort Renovation Inc","200 Dora Spencer Rd, York, ON M6M 2K8, Canada",http://www.comfortrenovation.ca/,14165692689,info@comfortrenovation.ca,,,,,,,5,1,,,,,,,140,1,1,0,0,0,0,0,0,1,0,http://www.facebook.com/2008/fbml,,,,,"Home builder",google,1,0,0
,"Brixel Renovation and Remodeling","486 Front St W, Toronto, ON M5V 0V2, Canada",http://www.brixelhomes.com/,14375524104,info@brixelhomes.com,,,,,,,5,9,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Construction company",google,1,0,0
,"Black Sparrow Contracting","60 Atlantic Ave Unit 207, Toronto, ON M6K 1X9, Canada",http://www.blacksparrow.ca/,14168979289,murillo@blacksparrow.ca,,,,,,,5,7,,,,,,,70,1,1,0,0,0,0,0,0,1,0,,,,,,"General contractor",google,1,0,0
New,"Belvedere Home Improvements Ltd","41 Research Rd, East York ON M4G 2G8",http://www.belvedererenos.com/,4164891776,belvedere@belvedererenos.com,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,1,1,1,,,,,https://www.instagram.com/belvederehomeimprovements/,,bing,1,0,0
New,"At Home Renovations","1299 Danforth Rd, Scarborough, ON M1J 1G6, Canada",http://www.athomerenovations.ca/,,officearchivesca@gmail.com,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,,Remodeler,google,1,0,0
,"Ontario renovation",,http://www.a1s.com/,16477715957,,,,,,,,3,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Construction company",google,1,0,0
,"Rob's Renovations & Handyman Services","12 Industrial St Units B & C, East York, ON M4G 1Y9, Canada",http://woodymood.us/,14376556767,canarda1@hotmail.com,,,,,,,4,14,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Construction company",google,1,0,0
,"West Toronto Home Renovations","Elmcrest Rd, Etobicoke, ON M9C 3R8, Canada",http://westtorontohomerenovations.com,14164520668,stephen@westtorontohomerenovations.com,,,,,,,5,48,,,,,,,,1,1,0,0,0,0,0,0,1,0,,,,,http://instagram.com/west_toronto_home_renovations,"Construction company",google,1,0,0
New,"Upgrade Home Renovation","Improve Canada, 7250 Keele St Unit 171, Concord, ON L4K 1Z8, Canada",http://upgradehome.ca,14379879876,info@upgradehome.ca,,,,,,,5,24,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,https://www.instagram.com/upgradehomerenovation/,"Construction company",google,1,0,0
,"T Ten Renovation & Handyman Service",,http://ttenrenovations.ca/,16477677631,ttenreno@ttenrenovations.ca,,,,,,,5,1,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,Handyman/Handywoman/Handyperson,google,1,0,0
,"Family Renovations",,http://trustedpros.ca,16473395257,hunter@familyrenovations.com,,,,,,,4.4,13,,,,,1278,11,1300,0,0,0,0,0,0,0,1,1,0,,,https://www.linkedin.com/company/trustedpros,,,"General contractor",google,1,0,0
New,"True Home Renovation/Contracting.",,http://truehomerenovation.ca/,16478220631,info@truehomerenovation.ca,,,,,,,5,1,,,,,,,,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/#,,,,,"General contractor",google,1,1,0
,"Toronto House Renovation Group","9205 Bathurst St Unit 9, Richmond Hill, ON L4C 0V9, Canada",http://torontorenovation.ca/,14168206737,torontohouserenovation@gmail.com,,,,,,,1,1,,,,,1392,,1300,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/Gorbacheff/,https://twitter.com/TorontoHouseRen,https://ca.linkedin.com/in/vadim-gorbachev-09bbb492,,,Contractor,google,1,0,0
New,"Toronto Home Remodeling","155 Marlee Ave #2003, York, ON M6B 4B5, Canada",http://torontoremodel.ca,16475596272,,,,,,,,5,4,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,https://linkedin.com,,https://instagram.com,Remodeler,google,1,0,0
New,"Toronto House Renovation","20 Arid Ave, Brampton, ON L6R 1P9, Canada",http://torontohouserenovation.ca,14376075440,info@torontohouserenovation.ca,,,,,,,5,2,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Construction company",google,1,0,0
New,"Toronto Home Renovation","110 Eglinton Ave E, Toronto, ON M4P 1E2, Canada",http://torontohomereno.lovable.app,16479526814,hello@torontohomerenovation.ca,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"General contractor",google,1,0,0
,"Toronto building group","123 Edward St, Toronto, ON M5G 0A8, Canada",http://torontobuilding.ca,14388369496,info@torontobuilding.ca,,,,,,,5,9,,,,,,,,1,1,0,0,0,0,0,1,1,0,http://www.facebook.com,,http://www.linkedin.com,http://www.youtube.com,http://www.instagram.com,"Construction company",google,1,0,0
,"Piatek Homes","201 Jones Ave B, Toronto, ON M4M 3A4, Canada",http://torontoaddition.ca,14164557315,mattpiatek55@gmail.com,,,,,,,5,24,,,,,,,,1,1,1,0,0,0,0,1,1,0,,,,,,"Home builder",google,1,0,0
,"Toronto Home Renovation Inc.",,http://toronto-home-renovation.com,16473758181,info@toronto-home-renovation.com,,,,,,,5,3,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,https://www.instagram.com/toronto_home_renovation/,"Bathroom remodeler",google,1,0,0
,"Toronto az renovation","370 Hwy 7, Richmond Hill, ON L4B 1A7, Canada",http://toronto-az-renovation.netlify.app/,16479298485,sadeghnaderi9@gmail.com,,,,,,,4.7,15,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Construction company",google,1,0,0
