status,name,address,website,phone,email,google_rating,google_reviews,yelp_rating,yelp_reviews,fb_rating,fb_reviews,fb_likes,fb_checkins,fb_followers,is_title,is_description,is_adwords,is_facebook_ads,is_twitter_ads,is_linkedin_ads,is_bing_ads,is_robot,is_ssl,is_wordpress,fb_url,twitter_url,linkedin_url,youtube_url,instagram_url,category,search_type,crawler_status,women_owned,black_owned
,"The Guild of Automotive Restorers","2347 Industrial Park Road Innisfil, ON L9S 3W1 Canada",http://www.guildclassiccars.com,9057750499,sales@guildclassiccars.com,,,1,5,,,,,,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/TheGuild1/,,,https://www.youtube.com/channel/UCK2rQ5F3rHOHU_sv2bkeS6w,https://www.instagram.com/theguildsclassics/?hl=en,Autowerkstatt,yelp,1,0,0
,"Guan's Auto Service","283 Harbord St, Toronto, ON M6G 1G4, Canada",http://guansautoservice.ca,14165343336,support@guansautoservice.ca,4.2,195,,,,,,,,1,1,0,0,0,0,0,1,1,0,facebook.net/en_US/all.js#xfbml=1,,,,,"Auto repair shop",google,1,0,0
,"GTA Tow Truck Service",,http://www.gtatowtruck.ca/,14372623776,gtatowtruck1@gmail.com,4.8,20,,,,,,,,1,1,0,0,0,0,0,1,1,1,,https://twitter.com/intent/tweet?url=http://gtatowtruck.ca/tow-truck-toronto-cheap-service-near-me/&text=Why%20need%20to%20hire%20Tow%20Truck%20Toronto%20Cheap%20near%20me&hashtags=Towing,https://www.linkedin.com/shareArticle?url=http://gtatowtruck.ca/tow-truck-toronto-cheap-service-near-me/&title=Why%20need%20to%20hire%20Tow%20Truck%20Toronto%20Cheap%20near%20me,,,"Towing service",google,1,0,0
,"G T A Auto Repair Ltd","360 Plains Rd E, Etobicoke, ON M9V 1C1",http://www.gtaautorepair.com/,4167401555,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Car Repair & Service",yellowpages-ca,1,0,0
,"Bestline Auto Tech Inc","10 Doughton Rd, Concord, ON L4K 1R2",http://www.granquartz.ca/,9054823955,info@granquartz.ca,,,,,,,787,29,787,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/gqcanada/,,https://www.linkedin.com/company/granquartz-canada,https://www.youtube.com/channel/UCGgXqoiCglGvi09XdzLzZeA,https://www.instagram.com/granquartzcanada/,"Car Repair & Service",yellowpages-ca,0,0,0
,"Grand Sport Motors","163 Langstaff Rd E, Thornhill, ON L3T 3M7",http://www.grandsportmotors.com/,9058895053,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"Goodway Auto Services","12 Lepage Crt, North York, ON M3J 1Z9",http://www.goodwayauto.ca/,4166380688,info@goodwayauto.ca,,,,,,,,,,1,0,0,0,0,0,0,1,1,1,,https://www.twitter.com/,,,https://www.instagram.com/,"Car Repair & Service",yellowpages-ca,1,0,0
,"Good Vibration Automotive","24 Ronson Dr, Etobicoke, ON M9W 1B4",http://www.goodvibrationautomotive.redto.com/,4162492217,,5,11,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"Gilman Auto Service Centre","6-1940 Ellesmere Rd, Scarborough, ON M1H 2V7",http://www.gilmanauto.net/,4162891388,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Car Repair & Service",yellowpages-ca,1,0,0
,"G &amp; G Auto Services","2-153 Norfinch Dr, Toronto, ON M3N 1Y2",http://www.ggautoservice.ca/,6479206697,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Car Repair & Service,Oil Changes & Lubrication Service",yellowpages-ca,1,0,0
,"Gerry’s Car Care","45 Rodinea Road Unit 4 Vaughan, ON L6A 1R4 Canada",http://www.gerryscarcare.com,9058329495,gerryscarcare@gmail.com,,,4.7,10,,,,,,1,1,0,0,0,0,0,0,1,0,,,,,,"Auto Repair,Oil Change Stations,Towing",yelp,1,0,0
,"Gerry & Sons Auto","30 Alden Rd, Markham, ON L3R 2S1",http://www.gerryandsons.aaro.ca/,9054750844,,3.8,22,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,"Car Repair & Service",yellowpages-ca,1,0,0
,"Z100 Auto Garage & Alignment Inc","727 Kipling Ave, Etobicoke, ON M8Z 5G4",http://www.generaltechauto.ca/,4162553735,generaltechauto@hotmail.ca,4.6,236,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,"Auto Repair Garages,Used Car Dealers",yellowpages-ca,1,0,0
,"Gem Auto Protection","6435 Dixie Rd, Mississauga ON L5T1X4",http://www.gemautoprotection.com/,19055640538,,4.8,32,,,,,3,1,3,0,0,0,0,0,0,0,1,0,0,https://www.facebook.com/pages/Gem-Auto-Protection/1712765745628723,,,,,"Auto detailing",bing,1,0,0
,"The Gear Centre","3-7337 Pacific Cir, Mississauga, ON L5T 1V1",http://www.gearcentre.com/,2898043664,info@gearcentre.com,,,,,,,,,,1,0,1,0,0,0,0,1,1,1,https://www.facebook.com/gearcentre/,https://twitter.com/gearcentre,,,https://www.instagram.com/gearcentregroup/,"Car Repair & Service,Hydraulic Equipment & Supplies",yellowpages-ca,1,0,0
,"G B Autos","1509 The Queensway, Etobicoke, ON M8Z 1T3",http://www.gbautos.net/,4166229111,info@gbautos.ca,,,,,,,655,21,655,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/gbautostrucks/,https://twitter.com/mygbautos,,,https://www.instagram.com/gbautos_/,"Car Repair & Service",yellowpages-ca,1,1,0
,"Westwood Auto Collision","16 Millwick Dr, North York, ON M9L 1Y3",http://www.garyrayauto.ca/,4167452857,sandro@garyrayauto.ca,4.1,21,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"G N E Automotive","2350 Haines Rd, Mississauga, ON L4Y 1Y6",http://www.gandeauto.aaro.ca/,9052770788,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"Function Six Auto","24 Melham Crt, Unit 7, Scarborough, ON M1B 2T8",http://www.functionsix.com/,6478488400,functionsixauto@gmail.com,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,,,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"Frontline Automotive Inc","4801 Keele St Suite 27, North York, ON M3J 3A4",http://www.frontlineautomotive.ca/,4167396262,info@frontlineautomotive.ca,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"Mobile Mechanic Service",,http://www.fixer.ca/,14169001000,quanticalabs@gmail.com,2.3,38,,,,,2008,,2000,1,1,0,0,0,0,0,1,1,1,http://facebook.com/QuanticaLabs,https://twitter.com/QuanticaLabs,,,,"Auto parts store",google,1,0,0
,"Fast Tracks Auto Transport","80 Nashdene Road, Scarborough, ON M1V 5E4",http://www.fasttracks.net/,4167542235,df48397b6eff2548662c76865b7f97a6f2ada584065b1075bb595cb105a1f6da@fasttracks.net.whoisproxy.org,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Car Repair & Service",yellowpages-ca,1,0,0
,"Extreme Parts","4000 Steeles Ave W, Woodbridge, ON L4L 4V9",http://www.extremeparts.ca/,4169099950,info@extremeparts.ca,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,,,,,https://www.instagram.com/parts.extreme/,"New Auto Parts & Supplies,Boiler Parts & Supplies",yellowpages-ca,1,1,0
,"Executive Car Care","3466 Dundas St W, Toronto, ON M6S 2S1",http://www.executivecarcare.ca/,4167672333,info@executivecarcare.ca,,,,,,,328,65,328,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/executivecc/,,,,https://www.instagram.com/executivecarcare/,"Auto Body Repair & Painting Shops,Car Repair & Service",yellowpages-ca,1,0,0
,"Exclusive Auto","471 Garyray Dr, North York, ON M9L 1P9",http://www.exclusiveautomarine.com/,4167437703,sales@exclusiveautomarine.com,,,,,,,1060,50,1000,1,1,1,1,0,0,0,1,1,0,https://www.facebook.com/exclusiveautomarine,https://www.twitter.com,,https://www.youtube.com/user/ExclusiveAutoMarine?sub_confirmation=1,https://www.instagram.com/exclusiveautomarine/,"Car Repair & Service",yellowpages-ca,1,0,0
,"Evon's Automobile Clinic","217 Oakdale Rd, North York, ON M3N 1W4",http://www.evonsautoclinicinc.com/,4166616918,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Car Repair & Service",yellowpages-ca,1,0,0
,"EV Auto Center Inc","7 Millwick Dr, North York, ON M9L 1Y4",http://www.evautocentre.com/,4167441899,,4.3,40,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,"Auto Body Repair & Painting Shops,Auto Repair Garages",yellowpages-ca,1,0,0
,"Euro-Luxury Automobile","325 Weston Rd, Toronto, ON M6N 4Z9",http://www.EuroLuxuryAuto.com/,4167670686,euroluxury2@gmail.com,,,,,,,566,52,566,1,1,0,1,0,0,0,1,1,0,https://www.facebook.com/133565453391602,,,,https://www.instagram.com/euroluxuryautoo,"Car Repair & Service",yellowpages-ca,1,0,0
,"Eurolize Auto Boutique Ltd","85 Glen Cameron Rd, Thornhill, ON L3T 1N8",http://www.eurolize.ca/,9055974499,info@eurolize.ca,,,,,,,426,33,426,1,0,0,0,0,0,0,0,1,0,https://www.facebook.com/p/Eurolize-Auto-Boutique-LTD-100039883586454/,,,,https://www.instagram.com/eurolizeauto,"Auto Repair Garages",yellowpages-ca,1,0,0
,"Ontario Emissions Test & Service Centre","1000 Rowntree Dairy Rd, Vaughan, ON L4L 5X3",http://www.ene.gov.on.ca/,9058518378,domain.registration@ontario.ca,5,1,,,,,19994,11,19000,1,1,1,0,0,0,0,1,1,0,https://www.facebook.com/ONenvironment,,,,,"Auto Repair Garages,Emission Testing",yellowpages-ca,1,0,0
,"Emperial Collision","79 Racine Rd, Etobicoke, ON M9W 2Z4",http://www.emperialcollision.com/,4167403382,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"Elite Auto Collision","47 Ingram Drive North York, ON M6M 2L7",http://www.eliteautocollision.com,4162432929,eliteauto2004@rogers.com,4.9,92,4.2,5,,,,,,1,1,0,0,0,0,0,1,1,0,,,,https://www.youtube.com/watch?v=4T8glzYYd1M,,"Autowerkstatt,Autoaufbereitung,Autolackiererei & Karosseriewerkstatt",yelp,1,0,0
,"Eddy Stone Auto Collision","700 Chrislea Rd, Woodbridge, ON L4L 8K9",http://www.eddystone.ca/,9058566141,info@eddystone.ca,4.9,73,,,,,383,8,379,1,0,0,0,0,0,0,1,1,0,,,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"Eagle Autowerks","2381 St Clair Ave W, Toronto, ON M6N 1K9, Canada",http://www.eagleautowerks.com/,14167632545,service@eagleautowerks.com,4.9,56,,,,,104,21,104,1,0,0,0,0,0,0,1,1,1,,,,,,"Auto repair shop",google,1,0,0
,"Dupont Auto Centre","423 Evans Avenue, Toronto, ON M8W 2T3",http://www.dupontautocentre.com/,4165885551,sales@dupontautocentre.com,4.9,95,,,,,282,2,282,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/dupontautocentre,https://twitter.com/DupontAutoCentr,,https://www.youtube.com/channel/UCU1xBG4jMW36lek3XDFt_2w,https://instagram.com/dupontautocentre/,"Used Car Dealers,Auto Repair Garages",yellowpages-ca,1,0,0
,"Downtown Toyota Toronto","77 E Don Roadway, Toronto, ON M4M 2A5, Canada",http://www.downtowntoyota.ca/,14164655471,sdalgado@downtowntoyota.ca,4.4,1294,,,,,,,,0,1,1,0,0,0,0,1,1,0,https://www.facebook.com/downtowntoyota.to,https://twitter.com/DTToyotaTO,https://www.linkedin.com/showcase/downtown-toyota-toronto/,https://www.youtube.com/channel/UCGw0nwNKIGJJdK5PhHM4f6w,https://www.instagram.com/downtowntoyota.to/,"Toyota dealer in Toronto, Ontario",google-places,1,0,0
,"Downtown Hyundai Toronto","79 E Don Roadway, Toronto, ON M4M 2A5, Canada",http://www.downtownhyundai.com/,14164659000,sales@downtownhyundai.com,4.3,1296,,,,,,,,0,1,1,1,0,0,0,1,1,0,https://www.facebook.com/downtownhyundai.to,,https://www.linkedin.com/company/downtown-hyundai/about/,https://www.youtube.com/channel/UCvPhOsYUzfYpVmkrkUN8rUQ,https://www.instagram.com/downtownhyundai.to/,"Hyundai dealer in Toronto, Ontario",google-places,1,0,0
,"Ed Professional Automotive Technology","90 Hymus Rd, Scarborough, ON M1L 2C9",http://www.dongfengauto.ca/,4167500500,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"Doaba Auto Centre","75 Deerhide Cres, North York, ON M9M 2Z2",http://www.doaba-auto.aaro.ca/,4167496176,doaba_auto@yahoo.ca,,,,,,,15,,,1,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"D L Action Automotive Ltd","7040 Torbram Rd, Mississauga, ON L4T 3Z4",http://www.dlactionautomotive.ca/,9056782114,,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Car Repair & Service",yellowpages-ca,1,0,0
,"Dilawri Collision Centre Agincourt","100-5500 Finch Ave E, Scarborough, ON M1S 0C7",http://www.dilawricollisioncentre.ca/location-agincourt.html,4162833112,wn47d5b2@webnamesprivacy.ca,,,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Car Repair & Service,New Car Dealers",yellowpages-ca,1,0,0
,"Diamond Taxicab Dispatch Services Ltd","95 Eddystone Ave, North York, ON M3N 1H6",http://www.diamondtaxi.ca/,4163666868,dispatch@diamondtaxi.ca,,,,,,,171,2,171,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/DiamondTaxi.ca,,,,https://www.instagram.com/diamond_taxi_toronto,"Auto Repair Garages,Airport Transportation Service",yellowpages-ca,1,0,0
,"Delta Tire","64 Racine Rd, Etobicoke, ON M9W 2Z7",http://www.deltatire.ca/,4167401063,sales@deltatire.ca,4.6,214,,,,,,,,1,1,0,0,0,0,0,1,1,0,https://connect.facebook.net/en_US/sdk.js,,,,https://www.instagram.com/deltatire.ca/,"Auto Repair Garages",yellowpages-ca,1,0,0
,"Auto Appearance","8001 Weston Rd, Woodbridge, ON L4L 9C8",http://www.csservices.ca/index.html,4166761818,info@csservices.ca,,,,,,,75,,87,0,0,0,0,0,0,0,1,1,0,,,,,,"Auto Body Repair & Painting Shops",yellowpages-ca,1,0,0
,"Co-Up Auto Body Repair","7405 Kimbel St, Mississauga ON L4T 3M6",http://www.coupautobody.ca/,19056713647,coupautobody@live.ca,4.7,277,,,,,,,,1,0,0,0,0,0,0,1,0,0,https://www.facebook.com/coupautobody/,,,,http://instagram.com/jagraj7870,"Body shop",bing,1,0,0
,"Cooksville Service Center","135-135 Dundas St E, Mississauga, ON L5A 1W7",http://www.cooksvilleservice.aaro.ca/,9052779751,cooksvilleservicecenter@rogers.com,,,,,,,15,,,1,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"Cliff's Auto Repair","97 Kenhar Dr, North York, ON M9L 1N5",http://www.cliffsautomotiverepair.com/,6474362730,majormuffler@yahoo.com,,,,,,,,,,1,0,0,0,0,0,0,1,1,0,https://www.facebook.com/about/privacy/,https://twitter.com/en/privacy,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"C &amp; K Auto Truck Service Ltd","381 Horner Ave, Etobicoke, ON M8W 2A2",http://www.ck-autoandtruckrepair.ca/,4162322798,p16992406a9dec49@privacy.ca,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,"Auto Repair Garages,Car Repair & Service",yellowpages-ca,1,0,0
,"C J Graphics Inc","134 Park Lawn Rd, Etobicoke, ON M8Y 3H9",http://www.cjgraphics.com/,4165880808,info@cjgraphics.com,,,,,,,275,194,289,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/CJGraphics,,https://ca.linkedin.com/company/c.j.-graphics-inc.,https://www.youtube.com/watch?v=Z2RSPkraHDA,,Printers,yellowpages-ca,1,0,0
,"Central Auto Repair","2305 Markham Rd, Scarborough, ON M1B 2W3",http://www.centralautorepair.ca/,4169157176,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"Cawthra Auto Centre","24-2480 Cawthra Rd, Mississauga, ON L5A 2X2",http://www.cawthraautocentre.aaro.ca/,9053060575,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"Castle Auto Collision & Mechanical Service","1117 Castlefield Ave, York, ON M6B 1E8, Canada",http://www.castleautocollision.com/,14167894179,info@castleautocollision.com,4.9,58,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Auto repair shop",google,1,0,0
,"CanLube Auto Care","637 Vaughan Rd, York, ON M6E 2Y4, Canada",http://www.canlube.ca/,8553112886,canlube@outlook.com,4.973,731,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,"Auto repair shop in Toronto, Ontario",google-places,1,0,0
,"CANADA AUTO GLASS","850 Yonge St, Toronto, ON M4W 2H1, Canada",http://www.canadaautoglass.ca/,16475337676,info@autoglasscanada.ca,4.9,53,,,,,47,,53,1,1,1,0,0,0,0,1,1,1,,,,,https://www.instagram.com/canadaautoglass/?hl=en,"Glass shop",google,1,0,0
,"Can-1 Auto Inc","175 Toryork Dr, North York, ON M9L 2Y7",http://www.can-oneauto.ca/,4167412201,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages,Car Repair & Service",yellowpages-ca,1,0,0
,"Campus Auto Collision Ltd","45 Lepage Crt, North York, ON M3J 2A2",http://www.campusautocollision.ca/,4166389720,,4.9,35,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Body Repair & Painting Shops,Auto Repair Garages",yellowpages-ca,1,0,0
,"BMW Toronto","11 Sunlight Park Rd, Toronto ON M4M 1B5",http://www.bmwtoronto.ca/,4166234269,info@bmwtoronto.ca,4.2,1651,,,,,2467,3009,2755,1,1,1,0,0,0,0,1,1,0,,,https://www.linkedin.com/company/bmw-toronto,,,,bing,1,0,0
,"B K Auto Service","1750 Keele St, York, ON M6M 3W8",http://www.bkautorepair.com/,4166543333,,3.6,33,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Auto Repair Garages,Car Repair & Service",yellowpages-ca,1,0,0
,"Biral Automotive Service &amp; Repair Ltd","151 Toryork Dr, North York, ON M9L 1X9",http://www.biralauto.ca/,4167400665,biralautomotive@gmail.com,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,facebook.net/en_GB/sdk.js#xfbml=1&version=v2.8,,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"Bill’s Midway Auto Body","919 Pape Avenue Toronto, ON M4K 3V3 Canada",http://www.billsmidwayautobody.webs.com,4166919991,jonathon@jp-webs.com,,,4.2,5,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair,Body Shops",yelp,1,0,0
,"Big Time Auto Electric Service Inc","500 Garyray Dr, North York, ON M9L 1P8",http://www.bigtimeautoelectric.com/,4167409630,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages,Car Repair & Service",yellowpages-ca,1,0,0
,"Bento’s Auto & Tire Centre","2000 Dundas Street W, Toronto, ON M6R 1W6",http://www.bentosautotirecentrelimited.com/,4165332500,batc@rogers.com,3.7,163,2.8,69,,,197,79,214,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/pages/Bentos-Auto-Service-Centre/1001055973246367,https://twitter.com/BentosAuto,,,,"Tires,Auto Repair",yelp,1,0,0
,"Azores Auto Group","2773 Dufferin Street, Toronto, ON M6B 3R6",http://www.azoresautogroup.com,4165339264,info@azoresautogroup.com,4.7,122,3.5,6,,,,,,1,1,1,0,0,0,0,1,1,1,,,,,https://www.instagram.com/azoresautogroup/,"Autohaus,Auto-Kredit-Anbieter,Autowerkstatt",yelp,1,0,0
,"Ari Financial Services - Atg Canada","2300 Haines Rd, Mississauga, ON L4Y 1Y6",http://www.autotruck.ca/,9053619800,autotruck.ca@gmail.com,,,,,,,3667,372,3600,1,1,1,1,0,0,0,1,1,1,https://www.facebook.com/HolmanHQ/,,https://www.linkedin.com/company/holmanhq/,https://www.youtube.com/user/Holmanauto/,https://www.instagram.com/holman_headquarters/,"Car Repair & Service",yellowpages-ca,0,0,0
,"2706820 Ontario Inc. O","6000 Kingston Rd, Scarborough, ON M1C 1K3",http://www.autotechniques.ca/,4162837011,steve@autotechniques.ca,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"R P N Auto Sound","1759 Britannia Rd E, Mississauga, ON L4W 4E1",http://www.autostars.com/biz/rpn-auto-sound/on/mississauga/1759-britannia-rd-e-21/,9057951991,info@n49.com,,,,,,,208,9,208,1,0,0,0,0,0,0,0,0,0,,,,,,"Car Repair & Service",yellowpages-ca,1,0,0
,"Autosonic Service Station","1244 Dundas St W Toronto, ON M6J 1X5",http://www.autosonic.ca,4165341141,auto.sonic@hotmail.com,4.5,111,4.5,11,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Autolackiererei & Karosseriewerkstatt",yelp,1,0,0
,"Five Star Auto Service","99 Select Ave, Scarborough, ON M1V 4A8",http://www.autoshopit.com/,4166099474,info@autoshopit.com,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Car Repair & Service",yellowpages-ca,1,0,0
,"Auto Service Finance Centre","4564 Kingston Rd, Scarborough, ON M1E 2P2",http://www.autoservicefinancecentre.com/,4162844300,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,,,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"Auto Safety Centre","70 Wesley Ave, Mississauga, ON L5H 2M9",http://www.autosafety.aaro.ca/,9052746089,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,Autorovertoronto,"4525 Chesswood Dr, North York, ON M3J 2V6",http://www.autorovertoronto.ca/,4166543413,info@autorovertoronto.ca,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Car Repair & Service,Used Car Dealers",yellowpages-ca,1,0,0
,Maxquip,"16 Canso, Etobicoke, ON M9W 4L8",http://www.autopropane.com/,4166759509,,,,,,,,168,2,192,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/Maxquip/,,https://linkedin.com/company/maxquip-inc,,https://www.instagram.com/maxquip_inc/,"Car Repair & Service,Propane Gas Sales & Service",yellowpages-ca,1,0,0
,AutoNiche,"8 Laidlaw Boulevard, Markham, ON L3P 1W6, Canada",http://www.autoniche.ca,9052050228,info@autoniche.ca,,,4.5,20,,,812,38,812,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/AutoNiche/,https://twitter.com/autonicheinc,,https://www.youtube.com/channel/UCbHxZb7iJTYo4X2SZNY4PmQ,https://www.instagram.com/autonicheinc/,"Autowerkstatt,Autoreifen,Ölwechselstationen",yelp,1,0,0
,"Automox Mobile Mechanic Toronto",,http://www.automoxmechanics.com/,14166704537,automox.mechanics@gmail.com,5,224,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Car repair and maintenance service",google,1,0,0
,"Sunrise Automotive","325 Horner Ave, Etobicoke, ON M8W 1Z5",http://www.automotive-online.com/,4169538165,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Car Repair & Service",yellowpages-ca,1,0,0
,"Automan Automotive And Performance","735 Dundas Street West, Mississauga, ON L5C 3B6",http://www.automanautomotive.ca/,9052773876,,4.4,16,,,,,,,,1,0,0,0,0,0,0,0,1,1,,,,,,"Auto Repair Garages",yellowpages-ca,1,0,0
,"AutoLeap Incorporated","333 Bay St. #2400, Toronto, ON M5H 2R2, Canada",http://www.autoleap.com/%3Futm_source%3Dgoogle%2Bbusiness%2Bprofile,8555600089,sales@autoleap.com,4.4,579,,,,,4348,,4300,1,1,1,1,0,0,0,1,1,1,https://www.facebook.com/AutoLeap,https://twitter.com/auto_leap,https://www.linkedin.com/company/autoleap,https://www.youtube.com/channel/UCteohfbr8AskAbHf0CPUswQ,https://www.instagram.com/autoleapofficial/,"Software company",google,1,0,0
,"AutoBroz Tires & Auto Repair 🚗🛠️🚘🔧🛞👊","1000 Weston Rd, York, ON M6N 3S1, Canada",http://www.autobroz.ca/,16478360737,info@autobroz.ca,4.2,521,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Tire shop",google,1,0,0
,"R &amp; S Auto Collision Service Ltd","420 Ormont Dr, North York, ON M9L 1N9",http://www.autobodyshopnorthyork.ca/,4167489300,,4.7,87,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Body Repair & Painting Shops,Auto Repair Garages",yellowpages-ca,1,0,0
,"Latino Auto Service","189 Dundas St W, Mississauga, ON L5B 1H8",http://www.autoandlock.ca/,9052329003,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Car Repair & Service",yellowpages-ca,1,0,0
,Auto-Links,"300 Nantucket Blvd, Scarborough, ON M1P 2P4",http://www.auto-links.ca,4167518883,info@auto-links.ca,,,4.7,58,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Einbauwerkstatt,Autoscheibentönung,Autoaufbereitung",yelp,1,1,0
,"TORONTO AUTO FIRM","375 Champagne Dr, North York ON M3J 2C6",http://www.auto-firm.ca/,4163014900,toronto@auto-firm.ca,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,http://instagram.com/toronto.auto.firm,,bing,1,0,0
,"ASPEC Auto Group Inc","13-20 Hanlan Rd, Woodbridge, ON L4L 3P6",http://www.aspecauto.ca/,9058569180,,,,,,,,,,,1,1,0,0,0,0,0,1,0,0,,,,,,"Car Repair & Service",yellowpages-ca,1,0,0
,"Ontario Auto Group","857 Lakeshore Rd E, Mississauga, ON L5E 1E2",http://www.ashqisauto.com/,9052744445,5303094d9a49460aa0ac83f01be0657e.protect@withheldforprivacy.com,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages,Used Car Dealers",yellowpages-ca,1,0,0
,"Asad Mufflers&Mechanical","12 Lepage Crt, North York, ON M3J 1Z9",http://www.asadmuffler.ca/,4163987333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages,Car Repair & Service",yellowpages-ca,1,0,0
,"Art Motor Sports","2 7 Harlech Crt, Markham, ON",http://www.artmotorsports.net/,9057098759,patrick@artmotorsports.ca,,,,,,,197,26,210,1,0,0,0,0,0,0,0,1,0,,,,,,"Car Repair & Service",yellowpages-ca,1,0,0
,"Appleton Motors Ltd","6969 Airport Rd, Mississauga, ON L4V 1E9",http://www.appletonmotors.aaro.ca/,9056773666,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,"Auto Repair Garages,Car Repair & Service",yellowpages-ca,1,0,0
,"AML AUTO SERVICE","10 Industrial Street East York, ON M4G 1Z1",http://www.amlautoservice.com/,4164236209,aml@amlautoservice.com,,,3.9,9,,,146,13,168,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/amlauto126/,,,,,"Auto Repair",yelp,1,1,0
